"DOY","Hr","Min","Hour","Ta","Ts"
209,12,20,12.3333333333333,30.12,26.09
209,12,30,12.5,26.83,27.48
209,12,40,12.6666666666667,24.98,28.71
209,12,50,12.8333333333333,26.71,28.99
209,13,0,13,29.27,27.83
209,13,10,13.1666666666667,30.48,25.83
209,13,20,13.3333333333333,30.56,24.93
209,13,30,13.5,30.24,25.37
209,13,40,13.6666666666667,30.98,25.69
209,13,50,13.8333333333333,31.22,25.58
209,14,0,14,31.11,25.6
209,14,10,14.1666666666667,31.33,25.82
209,14,20,14.3333333333333,31.31,25.85
209,14,30,14.5,31.18,26.14
209,14,40,14.6666666666667,31.36,26.42
209,14,50,14.8333333333333,31.45,26.48
209,15,0,15,31.29,26.49
209,15,10,15.1666666666667,31.34,26.7
209,15,30,15.5,31.28,27.3
209,15,40,15.6666666666667,31.15,27.14
209,15,50,15.8333333333333,31.2,26.98
209,16,0,16,31.17,26.8
209,16,10,16.1666666666667,31.11,26.94
209,16,20,16.3333333333333,31.06,27.1
209,16,30,16.5,31.01,27.19
209,16,40,16.6666666666667,30.87,27.18
209,16,50,16.8333333333333,30.9,27.1
209,17,0,17,30.71,27.17
209,17,10,17.1666666666667,30.28,27.54
209,17,20,17.3333333333333,29.77,27.61
209,17,30,17.5,29.33,27.89
209,17,40,17.6666666666667,28.98,28.06
209,17,50,17.8333333333333,29.01,28.01
209,18,0,18,29.01,27.86
209,18,10,18.1666666666667,28.75,27.81
209,18,20,18.3333333333333,28.54,27.68
209,18,30,18.5,28.29,27.61
209,18,40,18.6666666666667,28.17,27.45
209,18,50,18.8333333333333,28.13,27.47
209,19,0,19,27.83,27.29
209,19,10,19.1666666666667,27.63,27.28
209,19,20,19.3333333333333,26.71,27.48
209,19,30,19.5,25.98,27.68
209,19,40,19.6666666666667,25.8,27.5
209,19,50,19.8333333333333,25.72,27.4
209,20,0,20,25.59,27.44
209,20,10,20.1666666666667,25.47,27.38
209,20,20,20.3333333333333,25.34,27.32
209,20,30,20.5,25.11,27.17
209,20,40,20.6666666666667,25.07,27.05
209,20,50,20.8333333333333,25.17,26.96
209,21,0,21,24.86,26.92
209,21,10,21.1666666666667,24.71,26.92
209,21,20,21.3333333333333,24.53,26.91
209,21,30,21.5,24.3,26.89
209,21,40,21.6666666666667,24.16,26.81
209,21,50,21.8333333333333,24.15,26.72
209,22,0,22,24.01,26.74
209,22,10,22.1666666666667,24.17,26.63
209,22,20,22.3333333333333,24.29,26.56
209,22,30,22.5,24.14,26.63
209,22,40,22.6666666666667,23.84,26.77
209,22,50,22.8333333333333,23.58,26.77
209,23,0,23,23.6,26.74
209,23,10,23.1666666666667,23.51,26.59
209,23,20,23.3333333333333,23.34,26.38
209,23,30,23.5,23.27,26.35
209,23,40,23.6666666666667,23.2,26.38
209,23,50,23.8333333333333,23.22,26.33
210,0,10,0.166666666666667,23.2,26.28
210,0,20,0.333333333333333,23.15,26.26
210,0,30,0.5,23.02,26.12
210,0,40,0.666666666666667,22.85,26.17
210,0,50,0.833333333333333,22.81,26.24
210,1,0,1,22.64,26.39
210,1,10,1.16666666666667,22.62,26.43
210,1,20,1.33333333333333,22.62,26.19
210,1,30,1.5,22.53,26.16
210,1,40,1.66666666666667,22.58,26.2
210,1,50,1.83333333333333,22.6,26.3
210,2,0,2,22.57,26.04
210,2,10,2.16666666666667,22.4,25.99
210,2,20,2.33333333333333,22.24,26.15
210,2,30,2.5,22.24,26.16
210,2,40,2.66666666666667,22.26,26.14
210,2,50,2.83333333333333,22.34,26.05
210,3,0,3,22.29,26.03
210,3,10,3.16666666666667,22.11,26.02
210,3,20,3.33333333333333,21.94,26.06
210,3,30,3.5,21.75,26.14
210,3,40,3.66666666666667,21.84,25.99
210,3,50,3.83333333333333,21.9,25.9
210,4,0,4,22.01,25.92
210,4,10,4.16666666666667,22.18,25.83
210,4,20,4.33333333333333,22.4,25.71
210,4,30,4.5,22.63,25.7
210,4,40,4.66666666666667,22.66,25.55
210,4,50,4.83333333333333,22.65,25.53
210,5,0,5,22.68,25.57
210,5,10,5.16666666666667,22.78,25.59
210,5,20,5.33333333333333,22.91,25.6
210,5,30,5.5,23.03,25.57
210,5,40,5.66666666666667,23.1,25.49
210,5,50,5.83333333333333,23.2,25.4
210,6,0,6,23.33,25.45
210,6,10,6.16666666666667,23.37,25.56
210,6,20,6.33333333333333,23.55,25.44
210,6,30,6.5,24.05,25.3
210,6,40,6.66666666666667,23.95,25.22
210,6,50,6.83333333333333,24.11,25.2
210,7,0,7,24.69,24.96
210,7,10,7.16666666666667,24.94,24.74
210,7,20,7.33333333333333,25.03,24.45
210,7,30,7.5,24.77,24.7
210,7,40,7.66666666666667,24.76,25
210,7,50,7.83333333333333,24.63,25.12
210,8,0,8,24.75,25.31
210,8,10,8.16666666666667,24.9,25.23
210,8,20,8.33333333333333,25.27,25.03
210,8,30,8.5,25.85,24.93
210,8,40,8.66666666666667,25.92,24.59
210,8,50,8.83333333333333,25.93,24.55
210,9,0,9,26.02,24.65
210,9,10,9.16666666666667,25.91,24.8
210,9,20,9.33333333333333,26.45,25.09
210,9,30,9.5,26.36,24.83
210,9,40,9.66666666666667,26.54,24.63
210,9,50,9.83333333333333,26.65,24.89
210,10,0,10,26.96,25.03
210,10,10,10.1666666666667,27.1,25.06
210,10,20,10.3333333333333,27.22,25.06
210,10,30,10.5,27.18,25.17
210,10,40,10.6666666666667,27.28,25.37
210,10,50,10.8333333333333,26.93,25.47
210,11,0,11,27.73,25.73
210,11,10,11.1666666666667,27.83,25.54
210,11,20,11.3333333333333,27.87,25.56
210,11,30,11.5,27.87,25.5
210,11,40,11.6666666666667,28.18,25.52
210,11,50,11.8333333333333,28.07,25.78
210,12,0,12,27.92,25.99
210,12,10,12.1666666666667,28.33,26.14
210,12,20,12.3333333333333,28.04,26.13
210,12,30,12.5,28.04,26.09
210,12,40,12.6666666666667,28.57,26.01
210,12,50,12.8333333333333,28.44,25.87
210,13,0,13,29.32,26.04
210,13,10,13.1666666666667,28.2,26.19
210,13,20,13.3333333333333,27.69,26.55
210,13,30,13.5,27.57,27.03
210,13,40,13.6666666666667,28.48,27.1
210,13,50,13.8333333333333,28.45,26.61
210,14,0,14,29.26,26.37
210,14,10,14.1666666666667,28.6,25.86
210,14,20,14.3333333333333,27.7,26.25
210,14,30,14.5,27.94,26.83
210,14,40,14.6666666666667,28.66,26.79
210,14,50,14.8333333333333,27.99,26.69
210,15,0,15,28.63,26.86
210,15,10,15.1666666666667,28.72,26.49
210,15,20,15.3333333333333,28.4,26.53
210,15,30,15.5,28.48,26.61
210,15,40,15.6666666666667,28.01,27.13
210,15,50,15.8333333333333,28.21,27.55
210,16,0,16,28.2,27.44
210,16,10,16.1666666666667,28.05,27.18
210,16,20,16.3333333333333,27.44,27.16
210,16,30,16.5,27.54,27.42
210,16,40,16.6666666666667,27.51,27.31
210,16,50,16.8333333333333,27.51,27.12
210,17,0,17,27.25,27.31
210,17,10,17.1666666666667,27.14,27.3
210,17,20,17.3333333333333,27.09,27.2
210,17,30,17.5,27.02,27.02
210,17,40,17.6666666666667,26.74,26.96
210,17,50,17.8333333333333,26.71,26.94
210,18,0,18,26.7,26.89
210,18,10,18.1666666666667,26.73,26.87
210,18,20,18.3333333333333,26.48,26.83
210,18,30,18.5,26.1,26.98
210,18,40,18.6666666666667,25.56,27.14
210,18,50,18.8333333333333,25.36,27.11
210,19,0,19,25.08,27.15
210,19,10,19.1666666666667,24.8,27.15
210,19,20,19.3333333333333,24.43,27.21
210,19,30,19.5,24.82,27.26
210,19,40,19.6666666666667,24.35,27.19
210,19,50,19.8333333333333,24.35,26.96
210,20,0,20,24.18,26.96
210,20,10,20.1666666666667,24.11,26.73
210,20,20,20.3333333333333,23.99,26.79
210,20,30,20.5,23.76,26.72
210,20,40,20.6666666666667,23.46,26.52
210,20,50,20.8333333333333,23.36,26.43
210,21,0,21,22.92,26.6
210,21,10,21.1666666666667,22.61,26.66
210,21,20,21.3333333333333,22.26,26.61
210,21,30,21.5,21.95,26.6
210,21,40,21.6666666666667,21.73,26.61
210,21,50,21.8333333333333,21.56,26.44
210,22,0,22,21.4,26.44
210,22,10,22.1666666666667,21.32,26.47
210,22,20,22.3333333333333,21.11,26.32
210,22,30,22.5,20.89,26.3
210,22,40,22.6666666666667,20.64,26.12
210,22,50,22.8333333333333,20.45,26.2
210,23,0,23,20.52,26.13
210,23,10,23.1666666666667,20.46,26.02
210,23,20,23.3333333333333,20.36,26
210,23,30,23.5,20.26,25.87
210,23,40,23.6666666666667,20.12,25.77
210,23,50,23.8333333333333,20.01,25.86
